"execution_mode","requested_eligibility","batch","batch_size","start_index","end_index","selected_record_count","display_rank","fsq_place_id","name","english_name","category","catalog_classification","eligibility","selection_stratum","wikidata_id","proposed_wikidata_id","japanese_wikipedia_title","english_wikipedia_title","match_confidence","coordinate_distance_m","coordinate_radius_m","coordinate_policy","queries_attempted","candidate_count","candidate_summary","short_description","image_available","image_license","attribution","prominence_signals","score_components","penalties","final_score","match_status"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","528","67d51e0db617275de5355c36","石川啄木歌碑「二晩おきに 夜の一時頃に切通の坂を上りしも 勤めなればかな」","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q11632183","","","0.418","265.2864039585732","800","historic_or_market_800m","wikidata_ja:石川啄木歌碑「二晩おきに 夜の一時頃に切通の坂を上りしも 勤めなればかな」 | wikidata_alternate:石川啄木歌碑「二晩おきに 夜 一時頃に切通 坂を上りしも 勤めなればかな」 | wikidata_alternate:石川啄木歌碑「二晩おきに 夜の一時頃に切通の坂を上りしも 勤めなればかな」 東京 | jawiki_search:石川啄木歌碑「二晩おきに 夜の一時頃に切通の坂を上りしも 勤めなればかな」 | nearby_wikidata:35.708392,139.76689,1200m","20","Q11632183:41:rejected:weak_name_evidence | Q28312009:36:rejected:weak_name_evidence | Q335606:31:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11357080:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q97310515:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11677380:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11499758:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q390694:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q11570662:18:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q48745746:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q1358767:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11567488:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q43896600:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q30271997:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q30266384:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q112608036:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q112608456:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q112607898:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q30264986:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q112607593:12:rejected:weak_name_evidence+landmark_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.96 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","75","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","529","67d53e6febacad21193be033","高久 靄厓　筆塚","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q22117978","","","0.367","274.90426613334904","800","historic_or_market_800m","wikidata_ja:高久 靄厓 筆塚 | wikidata_alternate:高久 靄厓 筆塚 東京 | jawiki_search:高久 靄厓 筆塚 | nearby_wikidata:35.712124,139.771483,1200m","20","Q22117978:36:rejected:weak_name_evidence | Q99541305:30:rejected:weak_name_evidence | Q2896738:26:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q746216:26:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q21654566:26:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q66380855:25:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q2115862:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q907059:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q3915464:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11514293:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q17214920:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q30925115:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11360245:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q5365093:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q382338:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q17220560:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q80152077:17:rejected:weak_name_evidence+business_entity_type_incompatible | Q99541117:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q106062650:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q49573001:12:rejected:weak_name_evidence+landmark_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.96 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","75","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","530","67dfbe9bae1cda5795f870b6","陸軍用地境界杭(ハンズ裏)","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q133603172","","","0.5","61.139494952587455","800","historic_or_market_800m","wikidata_ja:陸軍用地境界杭(ハンズ裏) | wikidata_alternate:陸軍用地境界杭 | wikidata_alternate:陸軍用地境界杭 ハンズ裏 | wikidata_alternate:ハンズ裏 | jawiki_search:陸軍用地境界杭(ハンズ裏) | nearby_wikidata:35.662105,139.697307,1200m","20","Q133603172:49:rejected:weak_name_evidence | Q8056177:49:rejected:weak_name_evidence | Q97310199:44:rejected:weak_name_evidence | Q123338101:43:rejected:weak_name_evidence | Q11561690:41:rejected:weak_name_evidence | Q11238391:36:rejected:weak_name_evidence | Q10946241:31:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q20045038:31:rejected:weak_name_evidence+business_entity_type_incompatible | Q21653539:31:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q21019048:31:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q17992805:31:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q124082387:26:rejected:weak_name_evidence+business_entity_type_incompatible | Q5365183:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q193638:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11349138:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q6690636:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q123138239:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q111406670:17:rejected:weak_name_evidence+business_entity_type_incompatible | Q130141561:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q125055635:12:rejected:weak_name_evidence+non_place_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.96 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","75","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","531","67fc9bb45d5fb741185c5706","庚申塔(自然石・天保十三年)","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q85881181","","","0.418","247.97842481372078","800","historic_or_market_800m","wikidata_ja:庚申塔(自然石・天保十三年) | wikidata_alternate:庚申塔 | wikidata_alternate:庚申塔 自然石・天保十三年 | wikidata_alternate:庚申塔 自然石天保十三年 | jawiki_search:庚申塔(自然石・天保十三年) | nearby_wikidata:35.733452,139.717426,1200m","32","Q85881181:41:rejected:weak_name_evidence | Q97706237:36:rejected:weak_name_evidence | Q2913606:36:rejected:weak_name_evidence | Q11552234:36:rejected:weak_name_evidence | Q59738888:35:rejected:weak_name_evidence | Q11486001:24:rejected:substring_only_name_evidence | Q11633506:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q111304814:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q7108976:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q106594527:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11527573:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q84342082:18:rejected:substring_only_name_evidence | Q84332480:18:rejected:weak_name_evidence+coordinates_too_far | Q84343225:18:rejected:weak_name_evidence+coordinates_too_far | Q83460278:18:rejected:weak_name_evidence+coordinates_too_far | Q98280284:18:rejected:weak_name_evidence+coordinates_too_far | Q80549244:18:rejected:weak_name_evidence+coordinates_too_far | Q11628207:18:rejected:weak_name_evidence+closed_or_destroyed_entity_incompatible | Q11552239:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11305569:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q208156:14:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11538309:14:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q48753918:14:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q65271590:14:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q97312488:14:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q111121667:12:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q111865976:12:rejected:weak_name_evidence+business_entity_type_incompatible | Q111865975:12:rejected:weak_name_evidence+business_entity_type_incompatible | Q11677114:12:rejected:weak_name_evidence+business_entity_type_incompatible | Q118483721:12:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q124759415:12:rejected:weak_name_evidence+business_entity_type_incompatible | Q6989842:12:rejected:weak_name_evidence+landmark_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.96 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","75","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","553","682193fb1f5aa163fb9f4c78","皇居 豊明殿","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q500681","","","0.551","116.0197988933914","800","historic_or_market_800m","wikidata_ja:皇居 豊明殿 | wikidata_alternate:皇居 豊明殿 東京 | jawiki_search:皇居 豊明殿 | nearby_wikidata:35.682848,139.753311,1200m","24","Q500681:54:rejected:substring_only_name_evidence | Q3076188:49:rejected:weak_name_evidence | Q5119008:44:rejected:weak_name_evidence | Q21654960:41:rejected:weak_name_evidence | Q844963:41:rejected:weak_name_evidence | Q97159491:41:rejected:weak_name_evidence | Q11371848:36:rejected:weak_name_evidence | Q22129651:36:rejected:weak_name_evidence | Q17211768:36:rejected:weak_name_evidence | Q7797685:36:rejected:weak_name_evidence | Q11633731:32:rejected:substring_only_name_evidence | Q11545545:32:rejected:weak_name_evidence | Q28686708:32:rejected:weak_name_evidence | Q11453305:31:rejected:weak_name_evidence+business_entity_type_incompatible | Q1075077:31:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q136560815:30:rejected:weak_name_evidence | Q188712:26:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q110388558:20:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q124081964:20:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11600460:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11371849:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q6788008:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q5366450:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q67936261:12:rejected:weak_name_evidence+landmark_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.2 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","74.2","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","532","6822ba1f7131ed0b621a8e6a","第六天神社前 道標","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q132528407","","","0.316","85.50543855498196","800","historic_or_market_800m","wikidata_ja:第六天神社前 道標 | wikidata_alternate:第六天神社前 道標 東京 | jawiki_search:第六天神社前 道標 | nearby_wikidata:35.702962,139.685885,1200m","25","Q132528407:31:rejected:weak_name_evidence+business_entity_type_incompatible | Q20982998:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q11549604:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q107412052:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q81916862:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q800921:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q106836638:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11523886:23:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q11458500:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q124434106:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q60985598:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q11536977:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q17220134:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q11523891:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q11501832:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q11339367:18:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q22118055:18:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q81916431:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q134587553:17:rejected:weak_name_evidence+landmark_entity_type_incompatible | Q429373:14:rejected:weak_name_evidence+landmark_entity_type_incompatible+coordinates_too_far | Q787035:14:rejected:weak_name_evidence+landmark_entity_type_incompatible+coordinates_too_far | Q11596867:14:rejected:weak_name_evidence+landmark_entity_type_incompatible+coordinates_too_far | Q11452530:14:rejected:weak_name_evidence+landmark_entity_type_incompatible+coordinates_too_far | Q11438586:14:rejected:weak_name_evidence+landmark_entity_type_incompatible+coordinates_too_far | Q108809919:12:rejected:weak_name_evidence+business_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.96 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","75","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","554","686cc045672a2e0fde0867d0","crevia base tokyo","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q48750542","","","0.398","24.191991271483964","400","building_or_individual_attraction_400m","wikidata_en:crevia base tokyo | wikidata_alternate:crevia base tokyo Koto | wikidata_alternate:crevia base tokyo Event Space | enwiki_search:crevia base tokyo | nearby_wikidata:35.647413,139.785348,1200m","21","Q48750542:39:rejected:weak_name_evidence+museum_entity_type_incompatible | Q97613610:24:rejected:weak_name_evidence+coordinates_too_far | Q11295937:24:rejected:weak_name_evidence+coordinates_too_far | Q859054:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q3536037:23:rejected:weak_name_evidence+museum_entity_type_incompatible | Q11633916:23:rejected:weak_name_evidence+museum_entity_type_incompatible | Q112008965:20:rejected:weak_name_evidence+business_entity_type_incompatible | Q125586281:18:rejected:weak_name_evidence+museum_entity_type_incompatible | Q42042846:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q873168:14:rejected:weak_name_evidence+museum_entity_type_incompatible | Q766348:11:rejected:weak_name_evidence+business_entity_type_incompatible+coordinates_too_far | Q11633917:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11514742:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q95950901:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11502565:6:rejected:weak_name_evidence+business_entity_type_incompatible+coordinates_too_far | Q11633915:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11528721:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11090205:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11516428:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11519401:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far | Q11090204:6:rejected:weak_name_evidence+museum_entity_type_incompatible+coordinates_too_far","","false","","","","fsq_base_travel_score:34.2 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","74.2","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","534","69ec6bf29d957c73ee52701e","東京国立博物館 ミュージアムショップ ラウンジ","","culture","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","","Q864957","","","0.449","267.32545041656647","400","building_or_individual_attraction_400m","wikidata_ja:東京国立博物館 ミュージアムショップ ラウンジ | wikidata_alternate:東京国立博物館 ミュージアムショップ ラウンジ 東京 | jawiki_search:東京国立博物館 ミュージアムショップ ラウンジ | nearby_wikidata:35.717493,139.775939,1200m","24","Q864957:44:rejected:weak_name_evidence | Q74940:44:rejected:weak_name_evidence | Q48807634:44:rejected:weak_name_evidence | Q653433:36:rejected:substring_only_name_evidence | Q147312:32:rejected:weak_name_evidence+coordinates_too_far | Q11669515:32:rejected:weak_name_evidence+coordinates_too_far | Q138426685:30:rejected:weak_name_evidence | Q123195811:30:rejected:weak_name_evidence | Q11637728:18:rejected:weak_name_evidence+museum_entity_type_incompatible | Q1683229:18:rejected:weak_name_evidence+museum_entity_type_incompatible | Q3867745:14:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q130572158:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q132814065:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107044945:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107045195:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107045107:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107045173:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107045152:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107046574:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107045237:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q107045089:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q111793218:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q111705366:12:rejected:weak_name_evidence+museum_entity_type_incompatible | Q111793392:12:rejected:weak_name_evidence+museum_entity_type_incompatible","","false","","","","fsq_base_travel_score:34.96 | capped_objective_prominence:0 | category_significance:24 | geographic_relevance:10 | name_quality:6","","75","rejected"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","8","4b0587a5f964a520309e22e3","旧芝離宮恩賜庭園","Kyu Shiba Rikyu Garden","nature","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","Q3266874","Q3266874","旧芝離宮恩賜庭園","Kyū Shiba Rikyū Garden","1","21.05830639552273","1200","park_or_large_complex_1200m","wikidata_ja:旧芝離宮恩賜庭園 | wikidata_alternate:旧芝離宮恩賜庭園 東京 | jawiki_search:旧芝離宮恩賜庭園 | nearby_wikidata:35.654933,139.758782,1200m","24","Q3266874:109:accepted: | Q1033333:44:rejected:weak_name_evidence | Q800873:31:rejected:weak_name_evidence+business_entity_type_incompatible | Q17220474:26:rejected:weak_name_evidence+park_entity_type_incompatible | Q109360038:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11524112:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q124863397:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q2948463:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11525601:23:rejected:weak_name_evidence+business_entity_type_incompatible | Q11550511:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q3151439:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q3097720:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11499829:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11557676:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q109359747:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q788158:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q65231595:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q11557877:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q137700958:17:rejected:weak_name_evidence+park_entity_type_incompatible | Q131924400:17:rejected:weak_name_evidence+park_entity_type_incompatible | Q11659483:14:rejected:substring_only_name_evidence+park_entity_type_incompatible | Q11433351:14:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q11492294:14:rejected:substring_only_name_evidence+park_entity_type_incompatible | Q34966964:12:rejected:weak_name_evidence+park_entity_type_incompatible","park in Minato, Tokyo, Japan","false","","","verified_wikidata_entity | english_wikipedia_article | japanese_wikipedia_article | language_sitelinks | wikimedia_commons | wikidata_official_website | notable_entity_type","fsq_base_travel_score:35.72 | capped_objective_prominence:12.654120904376098 | category_significance:18 | geographic_relevance:10 | name_quality:6","","82.4","verified"
"eligibility_batch","high_wikimedia_likelihood","4","250","750","999","250","2","4b56a684f964a520961728e3","浜離宮恩賜庭園 (Hamarikyu Garden)","Hamarikyu Gardens","nature","tokyo_core","high_wikimedia_likelihood","eligibility_high_batch_004","Q1033333","Q1033333","浜離宮恩賜庭園","Hama-rikyū Gardens","0.969","145.8963388485505","1200","park_or_large_complex_1200m","wikidata_ja:浜離宮恩賜庭園 (Hamarikyu Garden) | wikidata_alternate:浜離宮恩賜庭園 | wikidata_alternate:Hamarikyu Garden | wikidata_alternate:浜離宮恩賜庭園 (Hamarikyu Garden) 東京 | jawiki_search:浜離宮恩賜庭園 (Hamarikyu Garden) | enwiki_search:Hamarikyu Garden | nearby_wikidata:35.659879,139.763608,1200m","24","Q1033333:95:accepted: | Q11558085:49:rejected:weak_name_evidence | Q76864537:49:rejected:weak_name_evidence | Q3266874:44:rejected:weak_name_evidence | Q3530551:36:rejected:weak_name_evidence | Q76860005:36:rejected:weak_name_evidence | Q5158875:32:rejected:weak_name_evidence | Q1185910:26:rejected:weak_name_evidence+park_entity_type_incompatible | Q11133471:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11603475:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11133468:23:rejected:weak_name_evidence+park_entity_type_incompatible | Q11550515:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q22119887:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q11226258:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q11329015:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q11226257:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q11226256:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q109360294:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q11550514:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q30924785:18:rejected:weak_name_evidence+business_entity_type_incompatible | Q7883397:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q24865143:18:rejected:weak_name_evidence+park_entity_type_incompatible | Q15835:14:rejected:weak_name_evidence+non_place_entity_type_incompatible | Q112008946:12:rejected:weak_name_evidence+business_entity_type_incompatible","park in Chuo, Tokyo, Japan","false","","","verified_wikidata_entity | english_wikipedia_article | japanese_wikipedia_article | language_sitelinks | wikimedia_commons | wikidata_official_website | notable_entity_type","fsq_base_travel_score:35.72 | capped_objective_prominence:13.7541209043761 | category_significance:18 | geographic_relevance:10 | name_quality:9","","86.5","verified"
